"a bee","Dense jungle","dusk","very swift and agile","extremely frail."
"a bee","Dense rainforest","dusk","very swift and agile","extremely frail."
"a bee","Forestland","day","very swift and agile","extremely frail."
"a bee","Forestland","dusk","very swift and agile","extremely frail."
"a bee","Grasslands","dawn","very swift and agile","extremely frail."
"a bee","Grasslands","day","very swift and agile","extremely frail."
"a bee","Grasslands","dusk","very swift and agile","extremely frail."
"a bee","Grassy hills","dusk","very swift and agile","extremely frail."
"a bee","Grassy plains","dawn","very swift and agile","extremely frail."
"a bee","Grassy plains","day","very swift and agile","extremely frail."
"a bee","Grassy plains","dusk","very swift and agile","extremely frail."
"a bee","In A Dense Forest","dawn","very swift and agile","extremely frail."
"a bee","In A Dense Forest","day","very swift and agile","extremely frail."
"a bee","In A Dense Forest","dusk","very swift and agile","extremely frail."
"a bee","In The Woods","day","very swift and agile","extremely frail."
"a bee","In a jungle","day","very swift and agile","extremely frail."
"a bee","In a rainforest","day","very swift and agile","extremely frail."
"a bee","Jungle","day","very swift and agile","extremely frail."
"a beetle","A Thick Forest","dawn","tough","very slow."
"a beetle","A Thick Forest","day","tough","very slow."
"a beetle","A Thick Forest","dusk","tough","very slow."
"a beetle","A Thick Forest","night","tough","very slow."
"a beetle","A fetid swamp","dawn","tough","very slow."
"a beetle","A fetid swamp","day","tough","very slow."
"a beetle","A fetid swamp","night","tough","very slow."
"a beetle","A sandy desert","dawn","tough","very slow."
"a beetle","A sandy desert","dusk","tough","very slow."
"a beetle","A sandy desert","night","tough","very slow."
"a beetle","Barren desert","dawn","tough","very slow."
"a beetle","Barren desert","night","tough","very slow."
"a beetle","Base Of The Mountains","dawn","tough","very slow."
"a beetle","Base Of The Mountains","day","tough","very slow."
"a beetle","Base Of The Mountains","dusk","tough","very slow."
"a beetle","Base Of The Mountains","night","tough","very slow."
"a beetle","Dense jungle","day","tough","very slow."
"a beetle","Dense jungle","night","tough","very slow."
"a beetle","Dense rainforest","day","tough","very slow."
"a beetle","Dry grasses","day","tough","very slow."
"a beetle","Dry grasses","night","tough","very slow."
"a beetle","Forestland","dawn","tough","very slow."
"a beetle","Forestland","day","tough","very slow."
"a beetle","Forestland","dusk","tough","very slow."
"a beetle","Forestland","night","tough","very slow."
"a beetle","Grasslands","dawn","tough","very slow."
"a beetle","Grasslands","dusk","tough","very slow."
"a beetle","Grasslands","night","tough","very slow."
"a beetle","Grassy hills","day","tough","very slow."
"a beetle","Grassy hills","dusk","tough","very slow."
"a beetle","Grassy hills","night","tough","very slow."
"a beetle","Grassy plains","day","tough","very slow."
"a beetle","Grassy plains","night","tough","very slow."
"a beetle","High up in the rocky mountains","dawn","tough","very slow."
"a beetle","High up in the rocky mountains","day","tough","very slow."
"a beetle","High up in the rocky mountains","dusk","tough","very slow."
"a beetle","High up in the rocky mountains","night","tough","very slow."
"a beetle","Hot desert sands","dawn","tough","very slow."
"a beetle","Hot desert sands","day","tough","very slow."
"a beetle","Hot desert sands","dusk","tough","very slow."
"a beetle","Hot desert sands","night","tough","very slow."
"a beetle","Hot grasslands","dawn","tough","very slow."
"a beetle","Hot grasslands","day","tough","very slow."
"a beetle","Hot grasslands","dusk","tough","very slow."
"a beetle","Hot grasslands","night","tough","very slow."
"a beetle","In A Dense Forest","dawn","tough","very slow."
"a beetle","In A Dense Forest","day","tough","very slow."
"a beetle","In A Dense Forest","dusk","tough","very slow."
"a beetle","In A Dense Forest","night","tough","very slow."
"a beetle","In The Woods","day","tough","very slow."
"a beetle","In The Woods","night","tough","very slow."
"a beetle","In a jungle","dawn","tough","very slow."
"a beetle","In a jungle","night","tough","very slow."
"a beetle","In a rainforest","dusk","tough","very slow."
"a beetle","In a rainforest","night","tough","very slow."
"a beetle","In a swamp","dawn","tough","very slow."
"a beetle","In a swamp","day","tough","very slow."
"a beetle","In a swamp","dusk","tough","very slow."
"a beetle","In a swamp","night","tough","very slow."
"a beetle","In the mountains","dawn","tough","very slow."
"a beetle","In the mountains","day","tough","very slow."
"a beetle","In the mountains","dusk","tough","very slow."
"a beetle","In the mountains","night","tough","very slow."
"a beetle","Jungle","dawn","tough","very slow."
"a beetle","Jungle","night","tough","very slow."
"a beetle","Mountain Base","dawn","tough","very slow."
"a beetle","Mountain Base","day","tough","very slow."
"a beetle","Mountain Base","dusk","tough","very slow."
"a beetle","Mountain Base","night","tough","very slow."
"a beetle","Rainforest","dawn","tough","very slow."
"a beetle","Rainforest","day","tough","very slow."
"a beetle","Rainforest","dusk","tough","very slow."
"a beetle","Rainforest","night","tough","very slow."
"a beetle","Rocky Mountain Base","dawn","tough","very slow."
"a beetle","Rocky Mountain Base","day","tough","very slow."
"a beetle","Rocky Mountain Base","dusk","tough","very slow."
"a beetle","Rocky Mountain Base","night","tough","very slow."
"a beetle","Sparse grassland","dawn","tough","very slow."
"a beetle","Sparse grassland","day","tough","very slow."
"a beetle","Sparse grassland","dusk","tough","very slow."
"a beetle","Sparse grassland","night","tough","very slow."
"a beetle","Swampland","dawn","tough","very slow."
"a beetle","Swampland","day","tough","very slow."
"a beetle","Swampland","dusk","tough","very slow."
"a beetle","Swampland","night","tough","very slow."
"a beetle","Up in the mountains","dawn","tough","very slow."
"a beetle","Up in the mountains","day","tough","very slow."
"a beetle","Up in the mountains","dusk","tough","very slow."
"a beetle","Up in the mountains","night","tough","very slow."
"a beetle","Woodland","dawn","tough","very slow."
"a beetle","Woodland","night","tough","very slow."
"a blue-footed booby","A Thick Forest","day","extremely swift and agile","extremely docile."
"a blue-footed booby","A Thick Forest","dusk","extremely swift and agile","extremely docile."
"a blue-footed booby","Forestland","dawn","extremely swift and agile","extremely docile."
"a blue-footed booby","Forestland","day","extremely swift and agile","extremely docile."
"a blue-footed booby","Forestland","dusk","extremely swift and agile","extremely docile."
"a blue-footed booby","Grasslands","dusk","extremely swift and agile","extremely docile."
"a blue-footed booby","Grassy hills","dusk","extremely swift and agile","extremely docile."
"a blue-footed booby","Grassy plains","dawn","extremely swift and agile","extremely docile."
"a blue-footed booby","Grassy plains","day","extremely swift and agile","extremely docile."
"a blue-footed booby","In A Dense Forest","day","extremely swift and agile","extremely docile."
"a blue-footed booby","In A Dense Forest","dusk","extremely swift and agile","extremely docile."
"a blue-footed booby","In The Woods","dusk","extremely swift and agile","extremely docile."
"a blue-footed booby","In a jungle","dusk","extremely swift and agile","extremely docile."
"a blue-footed booby","Jungle","dusk","extremely swift and agile","extremely docile."
"a boa constrictor","A fetid swamp","dawn","very aggressive","extremely slow."
"a boa constrictor","A fetid swamp","day","very aggressive","extremely slow."
"a boa constrictor","A fetid swamp","dusk","very aggressive","extremely slow."
"a boa constrictor","A fetid swamp","night","very aggressive","extremely slow."
"a boa constrictor","Dense jungle","day","very aggressive","extremely slow."
"a boa constrictor","Dense jungle","dusk","very aggressive","extremely slow."
"a boa constrictor","Dense jungle","night","very aggressive","extremely slow."
"a boa constrictor","In a jungle","dawn","very aggressive","extremely slow."
"a boa constrictor","In a jungle","dusk","very aggressive","extremely slow."
"a boa constrictor","In a jungle","night","very aggressive","extremely slow."
"a boa constrictor","In a swamp","dawn","very aggressive","extremely slow."
"a boa constrictor","In a swamp","day","very aggressive","extremely slow."
"a boa constrictor","In a swamp","dusk","very aggressive","extremely slow."
"a boa constrictor","In a swamp","night","very aggressive","extremely slow."
"a boa constrictor","Jungle","dawn","very aggressive","extremely slow."
"a boa constrictor","Jungle","night","very aggressive","extremely slow."
"a boa constrictor","Swampland","day","very aggressive","extremely slow."
"a boa constrictor","Swampland","dusk","very aggressive","extremely slow."
"a boa constrictor","Swampland","night","very aggressive","extremely slow."
"a bombardier beetle","A Thick Forest","dusk","extremely vicious","extremely slow."
"a bombardier beetle","A Thick Forest","night","extremely vicious","extremely slow."
"a bombardier beetle","Forestland","night","extremely vicious","extremely slow."
"a boomer","Dry grasses","dusk","average toughness","lacks aggression."
"a boomer","Dry grasses","night","average toughness","lacks aggression."
"a boomer","Grasslands","day","average toughness","lacks aggression."
"a boomer","Grasslands","dusk","average toughness","lacks aggression."
"a boomer","Grasslands","night","average toughness","lacks aggression."
"a boomer","Grassy hills","dawn","average toughness","lacks aggression."
"a boomer","Grassy hills","day","average toughness","lacks aggression."
"a boomer","Grassy hills","night","average toughness","lacks aggression."
"a boomer","Grassy plains","dawn","average toughness","lacks aggression."
"a boomer","Grassy plains","dusk","average toughness","lacks aggression."
"a boomer","Grassy plains","night","average toughness","lacks aggression."
"a boomer","Hot grasslands","dawn","average toughness","lacks aggression."
"a boomer","In The Woods","night","average toughness","lacks aggression."
"a boomer","Sparse grassland","night","average toughness","lacks aggression."
"a boomer","Woodland","dawn","average toughness","lacks aggression."
"a brachiosaurus","A Wooded Area","night","very tough","extremely slow."
"a brachiosaurus","A fetid swamp","dawn","very tough","extremely slow."
"a brachiosaurus","A fetid swamp","day","very tough","extremely slow."
"a brachiosaurus","A fetid swamp","dusk","very tough","extremely slow."
"a brachiosaurus","A fetid swamp","night","very tough","extremely slow."
"a brachiosaurus","Grasslands","dawn","very tough","extremely slow."
"a brachiosaurus","Grasslands","night","very tough","extremely slow."
"a brachiosaurus","Grassy hills","night","very tough","extremely slow."
"a brachiosaurus","Grassy plains","night","very tough","extremely slow."
"a brachiosaurus","In The Woods","night","very tough","extremely slow."
"a brachiosaurus","In a swamp","dusk","very tough","extremely slow."
"a brachiosaurus","In a swamp","night","very tough","extremely slow."
"a brachiosaurus","Swampland","day","very tough","extremely slow."
"a brachiosaurus","Swampland","dusk","very tough","extremely slow."
"a brachiosaurus","Swampland","night","very tough","extremely slow."
"a brachiosaurus","Woodland","night","very tough","extremely slow."
"a budgie","A Thick Forest","day","extremely swift and agile","extremely frail."
"a budgie","A Thick Forest","dusk","extremely swift and agile","extremely frail."
"a budgie","Dense jungle","dawn","extremely swift and agile","extremely frail."
"a budgie","Dense jungle","day","extremely swift and agile","extremely frail."
"a budgie","Dense jungle","dusk","extremely swift and agile","extremely frail."
"a budgie","Dry grasses","dawn","extremely swift and agile","extremely frail."
"a budgie","Forestland","dawn","extremely swift and agile","extremely frail."
"a budgie","Forestland","dusk","extremely swift and agile","extremely frail."
"a budgie","Grassy hills","dawn","extremely swift and agile","extremely frail."
"a budgie","Grassy hills","day","extremely swift and agile","extremely frail."
"a budgie","Grassy plains","day","extremely swift and agile","extremely frail."
"a budgie","Grassy plains","dusk","extremely swift and agile","extremely frail."
"a budgie","Hot grasslands","day","extremely swift and agile","extremely frail."
"a budgie","In A Dense Forest","day","extremely swift and agile","extremely frail."
"a budgie","In A Dense Forest","dusk","extremely swift and agile","extremely frail."
"a budgie","In a jungle","dusk","extremely swift and agile","extremely frail."
"a budgie","Jungle","dawn","extremely swift and agile","extremely frail."
"a budgie","Jungle","day","extremely swift and agile","extremely frail."
"a budgie","Jungle","dusk","extremely swift and agile","extremely frail."
"a budgie","Sparse grassland","dusk","extremely swift and agile","extremely frail."
"a budgie","Woodland","dusk","extremely swift and agile","extremely frail."
"a bull","A Wooded Area","day","very tough","extremely slow."
"a bull","Grasslands","dusk","very tough","extremely slow."
"a bull","Grassy hills","day","very tough","extremely slow."
"a bull","Grassy hills","night","very tough","extremely slow."
"a bull","Grassy plains","day","very tough","extremely slow."
"a butterfly","Grassy hills","day","extremely swift and agile","extremely frail."
"a butterfly","Hot grasslands","day","extremely swift and agile","extremely frail."
"a caiman","A fetid swamp","day","vicious","extremely slow."
"a caiman","A fetid swamp","dusk","vicious","extremely slow."
"a caiman","A fetid swamp","night","vicious","extremely slow."
"a caiman","A lake","dawn","vicious","extremely slow."
"a caiman","A lake","day","vicious","extremely slow."
"a caiman","A lake","night","vicious","extremely slow."
"a caiman","A shallow lake","night","vicious","extremely slow."
"a caiman","Crossing The River","dawn","vicious","extremely slow."
"a caiman","Crossing The River","day","vicious","extremely slow."
"a caiman","Crossing The River","dusk","vicious","extremely slow."
"a caiman","Crossing The River","night","vicious","extremely slow."
"a caiman","Edge of a lake","dusk","vicious","extremely slow."
"a caiman","In The River","dawn","vicious","extremely slow."
"a caiman","In The River","day","vicious","extremely slow."
"a caiman","In The River","night","vicious","extremely slow."
"a caiman","In a lake","dawn","vicious","extremely slow."
"a caiman","In a lake","dusk","vicious","extremely slow."
"a caiman","In a swamp","day","vicious","extremely slow."
"a caiman","In a swamp","dusk","vicious","extremely slow."
"a caiman","In a swamp","night","vicious","extremely slow."
"a caiman","On The Riverbed","dawn","vicious","extremely slow."
"a caiman","On The Riverbed","day","vicious","extremely slow."
"a caiman","On The Riverbed","dusk","vicious","extremely slow."
"a caiman","On The Riverbed","night","vicious","extremely slow."
"a caiman","Shallow lake waters","dawn","vicious","extremely slow."
"a caiman","Shallow lake waters","night","vicious","extremely slow."
"a caiman","Swampland","day","vicious","extremely slow."
"a caiman","Swampland","dusk","vicious","extremely slow."
"a caiman","Swampland","night","vicious","extremely slow."
"a caiman","The edge of a lake","dawn","vicious","extremely slow."
"a caiman","The edge of a lake","day","vicious","extremely slow."
"a camel","A sandy desert","day","tough","very slow."
"a camel","A sandy desert","dusk","tough","very slow."
"a camel","Barren desert","day","tough","very slow."
"a camel","Hot desert sands","dawn","tough","very slow."
"a camel","Hot desert sands","day","tough","very slow."
"a camel","Hot desert sands","dusk","tough","very slow."
"a cape buffalo","A Wooded Area","day","vicious","extremely slow."
"a cape buffalo","A Wooded Area","night","vicious","extremely slow."
"a cape buffalo","Grasslands","day","vicious","extremely slow."
"a cape buffalo","Grasslands","dusk","vicious","extremely slow."
"a cape buffalo","Grasslands","night","vicious","extremely slow."
"a cape buffalo","Grassy hills","dawn","vicious","extremely slow."
"a cape buffalo","Grassy hills","dusk","vicious","extremely slow."
"a cape buffalo","Grassy hills","night","vicious","extremely slow."
"a cape buffalo","Grassy plains","dawn","vicious","extremely slow."
"a cape buffalo","Grassy plains","night","vicious","extremely slow."
"a cape buffalo","In The Woods","night","vicious","extremely slow."
"a cape buffalo","Woodland","dawn","vicious","extremely slow."
"a cape buffalo","Woodland","night","vicious","extremely slow."
"a capybara","Crossing The River","day","very tough","docile."
"a capybara","Crossing The River","dusk","very tough","docile."
"a capybara","Edge Of The River","dusk","very tough","docile."
"a capybara","In The River","dawn","very tough","docile."
"a capybara","In The River","day","very tough","docile."
"a capybara","In The River","dusk","very tough","docile."
"a capybara","On The Riverbed","day","very tough","docile."
"a capybara","On The Riverbed","dusk","very tough","docile."
"a carcharodontosaurus","A Thick Forest","dawn","extremely vicious","extremely slow."
"a carcharodontosaurus","A Thick Forest","day","extremely vicious","extremely slow."
"a carcharodontosaurus","A Thick Forest","dusk","extremely vicious","extremely slow."
"a carcharodontosaurus","A Thick Forest","night","extremely vicious","extremely slow."
"a carcharodontosaurus","A Wooded Area","day","extremely vicious","extremely slow."
"a carcharodontosaurus","A Wooded Area","night","extremely vicious","extremely slow."
"a carcharodontosaurus","A fetid swamp","dusk","extremely vicious","extremely slow."
"a carcharodontosaurus","A fetid swamp","night","extremely vicious","extremely slow."
"a carcharodontosaurus","Dense jungle","dusk","extremely vicious","extremely slow."
"a carcharodontosaurus","Dense jungle","night","extremely vicious","extremely slow."
"a carcharodontosaurus","Dense rainforest","night","extremely vicious","extremely slow."
"a carcharodontosaurus","Forestland","day","extremely vicious","extremely slow."
"a carcharodontosaurus","Forestland","night","extremely vicious","extremely slow."
"a carcharodontosaurus","Grasslands","night","extremely vicious","extremely slow."
"a carcharodontosaurus","Grassy hills","dawn","extremely vicious","extremely slow."
"a carcharodontosaurus","Grassy hills","day","extremely vicious","extremely slow."
"a carcharodontosaurus","Grassy hills","dusk","extremely vicious","extremely slow."
"a carcharodontosaurus","Grassy hills","night","extremely vicious","extremely slow."
"a carcharodontosaurus","Grassy plains","night","extremely vicious","extremely slow."
"a carcharodontosaurus","In A Dense Forest","dawn","extremely vicious","extremely slow."
"a carcharodontosaurus","In A Dense Forest","day","extremely vicious","extremely slow."
"a carcharodontosaurus","In A Dense Forest","dusk","extremely vicious","extremely slow."
"a carcharodontosaurus","In A Dense Forest","night","extremely vicious","extremely slow."
"a carcharodontosaurus","In a jungle","day","extremely vicious","extremely slow."
"a carcharodontosaurus","In a jungle","night","extremely vicious","extremely slow."
"a carcharodontosaurus","In a rainforest","night","extremely vicious","extremely slow."
"a carcharodontosaurus","In a swamp","dawn","extremely vicious","extremely slow."
"a carcharodontosaurus","In a swamp","day","extremely vicious","extremely slow."
"a carcharodontosaurus","In a swamp","dusk","extremely vicious","extremely slow."
"a carcharodontosaurus","In a swamp","night","extremely vicious","extremely slow."
"a carcharodontosaurus","Jungle","dawn","extremely vicious","extremely slow."
"a carcharodontosaurus","Jungle","dusk","extremely vicious","extremely slow."
"a carcharodontosaurus","Jungle","night","extremely vicious","extremely slow."
"a carcharodontosaurus","Swampland","dawn","extremely vicious","extremely slow."
"a carcharodontosaurus","Swampland","day","extremely vicious","extremely slow."
"a carcharodontosaurus","Swampland","dusk","extremely vicious","extremely slow."
"a carcharodontosaurus","Swampland","night","extremely vicious","extremely slow."
"a carcharodontosaurus","Woodland","night","extremely vicious","extremely slow."
"a cat","A Thick Forest","dawn","average aggression","average agility."
"a cat","A Thick Forest","day","average aggression","average agility."
"a cat","A Thick Forest","dusk","average aggression","average agility."
"a cat","A Thick Forest","night","average aggression","average agility."
"a cat","A Wooded Area","day","average aggression","average agility."
"a cat","Dense rainforest","day","average aggression","average agility."
"a cat","Dense rainforest","night","average aggression","average agility."
"a cat","Forestland","dawn","average aggression","average agility."
"a cat","Forestland","day","average aggression","average agility."
"a cat","Forestland","night","average aggression","average agility."
"a cat","Grasslands","day","average aggression","average agility."
"a cat","Grasslands","dusk","average aggression","average agility."
"a cat","Grasslands","night","average aggression","average agility."
"a cat","Grassy hills","dusk","average aggression","average agility."
"a cat","Grassy hills","night","average aggression","average agility."
"a cat","Grassy plains","dawn","average aggression","average agility."
"a cat","Grassy plains","day","average aggression","average agility."
"a cat","Grassy plains","night","average aggression","average agility."
"a cat","In A Dense Forest","dawn","average aggression","average agility."
"a cat","In A Dense Forest","day","average aggression","average agility."
"a cat","In A Dense Forest","night","average aggression","average agility."
"a cat","In The Woods","night","average aggression","average agility."
"a cat","In a rainforest","dawn","average aggression","average agility."
"a cat","Rainforest","dawn","average aggression","average agility."
"a cat","Rainforest","dusk","average aggression","average agility."
"a cat","Rainforest","night","average aggression","average agility."
"a cat","Woodland","night","average aggression","average agility."
"a chameleon","A Thick Forest","day","robust","somewhat sluggish."
"a chameleon","A Thick Forest","dusk","robust","somewhat sluggish."
"a chameleon","Base Of The Mountains","dawn","robust","somewhat sluggish."
"a chameleon","Base Of The Mountains","day","robust","somewhat sluggish."
"a chameleon","Base Of The Mountains","dusk","robust","somewhat sluggish."
"a chameleon","Forestland","dawn","robust","somewhat sluggish."
"a chameleon","Forestland","day","robust","somewhat sluggish."
"a chameleon","Forestland","dusk","robust","somewhat sluggish."
"a chameleon","Hot grasslands","day","robust","somewhat sluggish."
"a chameleon","Hot grasslands","dusk","robust","somewhat sluggish."
"a chameleon","In A Dense Forest","dawn","robust","somewhat sluggish."
"a chameleon","In A Dense Forest","day","robust","somewhat sluggish."
"a chameleon","In A Dense Forest","dusk","robust","somewhat sluggish."
"a chameleon","Mountain Base","dawn","robust","somewhat sluggish."
"a chameleon","Mountain Base","day","robust","somewhat sluggish."
"a chameleon","Mountain Base","dusk","robust","somewhat sluggish."
"a chameleon","Rocky Mountain Base","dawn","robust","somewhat sluggish."
"a chameleon","Rocky Mountain Base","day","robust","somewhat sluggish."
"a chameleon","Rocky Mountain Base","dusk","robust","somewhat sluggish."
"a chameleon","Sparse grassland","day","robust","somewhat sluggish."
"a cheetah","Dry grasses","day","average aggression","average toughness."
"a cheetah","Grasslands","day","average aggression","average toughness."
"a cheetah","Grassy hills","day","average aggression","average toughness."
"a cheetah","Grassy hills","dusk","average aggression","average toughness."
"a cheetah","Grassy plains","dawn","average aggression","average toughness."
"a cheetah","Grassy plains","day","average aggression","average toughness."
"a cheetah","Grassy plains","dusk","average aggression","average toughness."
"a cheetah","Hot grasslands","dawn","average aggression","average toughness."
"a cheetah","Sparse grassland","day","average aggression","average toughness."
"a chihuahua","A Wooded Area","dawn","very swift and agile","very frail."
"a chihuahua","A Wooded Area","night","very swift and agile","very frail."
"a chihuahua","Dry grasses","night","very swift and agile","very frail."
"a chihuahua","Grasslands","dawn","very swift and agile","very frail."
"a chihuahua","Grasslands","day","very swift and agile","very frail."
"a chihuahua","Grasslands","dusk","very swift and agile","very frail."
"a chihuahua","Grasslands","night","very swift and agile","very frail."
"a chihuahua","Grassy hills","day","very swift and agile","very frail."
"a chihuahua","Grassy hills","dusk","very swift and agile","very frail."
"a chihuahua","Grassy hills","night","very swift and agile","very frail."
"a chihuahua","Grassy plains","dawn","very swift and agile","very frail."
"a chihuahua","Grassy plains","day","very swift and agile","very frail."
"a chihuahua","Grassy plains","dusk","very swift and agile","very frail."
"a chihuahua","Grassy plains","night","very swift and agile","very frail."
"a chihuahua","Hot grasslands","day","very swift and agile","very frail."
"a chihuahua","Hot grasslands","night","very swift and agile","very frail."
"a chihuahua","Sparse grassland","dawn","very swift and agile","very frail."
"a chihuahua","Sparse grassland","night","very swift and agile","very frail."
"a chihuahua","Woodland","dusk","very swift and agile","very frail."
"a chihuahua","Woodland","night","very swift and agile","very frail."
"a chinchilla","Base Of The Mountains","dawn","very swift and agile","very frail."
"a chinchilla","Base Of The Mountains","dusk","very swift and agile","very frail."
"a chinchilla","Base Of The Mountains","night","very swift and agile","very frail."
"a chinchilla","Mountain Base","dawn","very swift and agile","very frail."
"a chinchilla","Mountain Base","night","very swift and agile","very frail."
"a chinchilla","Rocky Mountain Base","dawn","very swift and agile","very frail."
"a chinchilla","Rocky Mountain Base","dusk","very swift and agile","very frail."
"a chinchilla","Rocky Mountain Base","night","very swift and agile","very frail."
"a cobra","A fetid swamp","dawn","average aggression","average agility."
"a cobra","A fetid swamp","dusk","average aggression","average agility."
"a cobra","A fetid swamp","night","average aggression","average agility."
"a cobra","A sandy desert","dawn","average aggression","average agility."
"a cobra","A sandy desert","dusk","average aggression","average agility."
"a cobra","A sandy desert","night","average aggression","average agility."
"a cobra","Barren desert","day","average aggression","average agility."
"a cobra","Barren desert","dusk","average aggression","average agility."
"a cobra","Barren desert","night","average aggression","average agility."
"a cobra","Dense jungle","dawn","average aggression","average agility."
"a cobra","Dense jungle","day","average aggression","average agility."
"a cobra","Dense jungle","dusk","average aggression","average agility."
"a cobra","Dense jungle","night","average aggression","average agility."
"a cobra","Dry grasses","day","average aggression","average agility."
"a cobra","Hot desert sands","dawn","average aggression","average agility."
"a cobra","Hot desert sands","day","average aggression","average agility."
"a cobra","Hot desert sands","night","average aggression","average agility."
"a cobra","In a jungle","dawn","average aggression","average agility."
"a cobra","In a jungle","dusk","average aggression","average agility."
"a cobra","In a jungle","night","average aggression","average agility."
"a cobra","In a swamp","dawn","average aggression","average agility."
"a cobra","In a swamp","day","average aggression","average agility."
"a cobra","In a swamp","dusk","average aggression","average agility."
"a cobra","In a swamp","night","average aggression","average agility."
"a cobra","Jungle","day","average aggression","average agility."
"a cobra","Jungle","night","average aggression","average agility."
"a cobra","Sparse grassland","night","average aggression","average agility."
"a cobra","Swampland","dawn","average aggression","average agility."
"a cobra","Swampland","day","average aggression","average agility."
"a cobra","Swampland","night","average aggression","average agility."
"a cockatoo","A Thick Forest","dawn","tough","very slow."
"a cockatoo","A Thick Forest","day","tough","very slow."
"a cockatoo","A Thick Forest","dusk","tough","very slow."
"a cockatoo","A Wooded Area","day","tough","very slow."
"a cockatoo","Dry grasses","day","tough","very slow."
"a cockatoo","Forestland","dawn","tough","very slow."
"a cockatoo","Forestland","day","tough","very slow."
"a cockatoo","Forestland","dusk","tough","very slow."
"a cockatoo","Grasslands","dawn","tough","very slow."
"a cockatoo","Grassy plains","day","tough","very slow."
"a cockatoo","Hot grasslands","dawn","tough","very slow."
"a cockatoo","Hot grasslands","day","tough","very slow."
"a cockatoo","In A Dense Forest","dawn","tough","very slow."
"a cockatoo","In A Dense Forest","day","tough","very slow."
"a cockatoo","In A Dense Forest","dusk","tough","very slow."
"a cockatoo","In The Woods","dusk","tough","very slow."
"a cockatoo","Jungle","dusk","tough","very slow."
"a cockatoo","Sparse grassland","dawn","tough","very slow."
"a cockatoo","Sparse grassland","day","tough","very slow."
"a cockatoo","Woodland","day","tough","very slow."
"a cockroach","A Thick Forest","dawn","tough","docile."
"a cockroach","A Thick Forest","day","tough","docile."
"a cockroach","A Thick Forest","dusk","tough","docile."
"a cockroach","A Thick Forest","night","tough","docile."
"a cockroach","A Wooded Area","day","tough","docile."
"a cockroach","A Wooded Area","night","tough","docile."
"a cockroach","A fetid swamp","dawn","tough","docile."
"a cockroach","A fetid swamp","night","tough","docile."
"a cockroach","Forestland","dawn","tough","docile."
"a cockroach","Forestland","day","tough","docile."
"a cockroach","Forestland","dusk","tough","docile."
"a cockroach","Forestland","night","tough","docile."
"a cockroach","In A Dense Forest","dawn","tough","docile."
"a cockroach","In A Dense Forest","dusk","tough","docile."
"a cockroach","In A Dense Forest","night","tough","docile."
"a cockroach","In The Woods","dawn","tough","docile."
"a cockroach","In The Woods","day","tough","docile."
"a cockroach","In a swamp","dawn","tough","docile."
"a cockroach","In a swamp","day","tough","docile."
"a cockroach","In a swamp","night","tough","docile."
"a cockroach","Swampland","dawn","tough","docile."
"a cockroach","Swampland","dusk","tough","docile."
"a cockroach","Swampland","night","tough","docile."
"a cockroach","Woodland","day","tough","docile."
